movieId,title,top_tags,top_genome_tags,theme_text,religion_theme_proxy
3539,"Filth and the Fury, The (2000)",sex pistols | 2 | julien temple,rock and roll | music | awesome soundtrack | intimate | pornography,sex pistols | 2 | julien temple | rock and roll | music | awesome soundtrack | intimate | pornography,True
3566,"Big Kahuna, The (2000)",christianity | entirely dialogue | movie to see | john swanbeck | own | business | religion | danny devito,dialogue | existentialism | religion | talky | original,christianity | entirely dialogue | movie to see | john swanbeck | own | business | religion | danny devito | dialogue | existentialism | religion | talky | original,True
3593,Battlefield Earth (2000),aliens | scientologist | stupid | bad special effects | incoherent | religion | waste of celluloid | forest whitaker,scifi cult | sci-fi | alien | sci fi | horrible,aliens | scientologist | stupid | bad special effects | incoherent | religion | waste of celluloid | forest whitaker | scifi cult | sci-fi | alien | sci fi | horrible,True
3725,American Pop (1981),rotoscoping | best jewish movies | ralph bakshi | bd-r,animation | animated | music | good soundtrack | rock and roll,rotoscoping | best jewish movies | ralph bakshi | bd-r | animation | animated | music | good soundtrack | rock and roll,True
3744,Shaft (2000),samuel l.jackson | christian bale | blaxploitation | remake | john singleton | samuel l. jackson | netflix | erlend's dvds,kick-butt women | remake | action | vigilante | cool,samuel l.jackson | christian bale | blaxploitation | remake | john singleton | samuel l. jackson | netflix | erlend's dvds | kick-butt women | remake | action | vigilante | cool,True
3791,Footloose (1984),dancing | kevin bacon | teen | rock and roll | coming-of-age | classic | religion | dance,dancing | small town | dance | teen movie | teen,dancing | kevin bacon | teen | rock and roll | coming-of-age | classic | religion | dance | dancing | small town | dance | teen movie | teen,True
3857,Bless the Child (2000),child | child murder | demons | gang | heroine | jimmy smits | lucifer | religion,devil | supernatural | god | religion | special effects,child | child murder | demons | gang | heroine | jimmy smits | lucifer | religion | devil | supernatural | god | religion | special effects,True
3879,"Art of War, The (2000)",christian duguay | betrayal | gambling club | hong kong | intrigue | new york | nudity | over-the-top action,action | good action | united nations | fight scenes | conspiracy,christian duguay | betrayal | gambling club | hong kong | intrigue | new york | nudity | over-the-top action | action | good action | united nations | fight scenes | conspiracy,True
3952,"Contender, The (2000)",gary oldman | joan allen | politics | jeff bridges | political drama | thriller | christian slater | no less than a 4.5,world politics | political | politics | president | political corruption,gary oldman | joan allen | politics | jeff bridges | political drama | thriller | christian slater | no less than a 4.5 | world politics | political | politics | president | political corruption,True
3983,You Can Count on Me (2000),family | realistic | slow | mother-son relationship | sibling relationships | small town | laura linney | religion,independent film | small town | great acting | relationships | melancholic,family | realistic | slow | mother-son relationship | sibling relationships | small town | laura linney | religion | independent film | small town | great acting | relationships | melancholic,True
3989,One Day in September (1999),true story | terrorism | anti-semitism | germany | olympics | massacre | religion | r,germany | olympics | israel | german | hostage,true story | terrorism | anti-semitism | germany | olympics | massacre | religion | r | germany | olympics | israel | german | hostage,True
4000,"Bounty, The (1984)",mel gibson | roger donaldson | betamax | anthony hopkins,historical | oscar (best directing) | factual | christian | us history,mel gibson | roger donaldson | betamax | anthony hopkins | historical | oscar (best directing) | factual | christian | us history,True
4046,Friendly Persuasion (1956),quakers | civil war | william wyler | comedy | romance | american civil war | religion | bd-r,civil war | gunfight | drama | oscar (best directing) | family,quakers | civil war | william wyler | comedy | romance | american civil war | religion | bd-r | civil war | gunfight | drama | oscar (best directing) | family,True
4067,Untamed Heart (1993),christian slater | outcast teaches us all a cheesy lesson | christmas,love story | romantic | love | romance | touching,christian slater | outcast teaches us all a cheesy lesson | christmas | love story | romantic | love | romance | touching,True
4103,Empire of the Sun (1987),world war ii | christian bale | steven spielberg | based on a book | john malkovich | china | prison | based on a true story,world war ii | innocence lost | wwii | wartime | drama,world war ii | christian bale | steven spielberg | based on a book | john malkovich | china | prison | based on a true story | world war ii | innocence lost | wwii | wartime | drama,True
4142,Left Behind: The Movie (2000),christian | propaganda | christianity | jesus | apocalypse | bible | biblical | salvation,christian | biblical | god | based on a book | jesus,christian | propaganda | christianity | jesus | apocalypse | bible | biblical | salvation | christian | biblical | god | based on a book | jesus,True
4159,3000 Miles to Graceland (2001),not to be taken seriously | kevin costner | elvis iconography | kurt russell | demian lichtenstein | r | sexuality | christian slater,action | heist | violent | violence | las vegas,not to be taken seriously | kevin costner | elvis iconography | kurt russell | demian lichtenstein | r | sexuality | christian slater | action | heist | violent | violence | las vegas,True
4174,Avalon (1990),immigrants | barry levinson | armin mueller-stahl | family gatherings | television | salespeople | jewish family | immigrant experience,immigrants | family | family bonds | relationships | nostalgic,immigrants | barry levinson | armin mueller-stahl | family gatherings | television | salespeople | jewish family | immigrant experience | immigrants | family | family bonds | relationships | nostalgic,True
4178,Of Mice and Men (1939),adapted from:book | author:steinbeck | based on a book | home of their own | rabbits | vagabond | lewis milestone | humane,adapted from:book | classic | oscar (best actor) | oscar (best directing) | based on a book,adapted from:book | author:steinbeck | based on a book | home of their own | rabbits | vagabond | lewis milestone | humane | adapted from:book | classic | oscar (best actor) | oscar (best directing) | based on a book,True
4187,Lilies of the Field (1963),oscar (best actor) | religious | sidney poitier | singing | ralph nelson | 60s | catholic | chapel,oscar (best actor) | great acting | imdb top 250 | oscar (best directing) | oscar winner,oscar (best actor) | religious | sidney poitier | singing | ralph nelson | 60s | catholic | chapel | oscar (best actor) | great acting | imdb top 250 | oscar (best directing) | oscar winner,True
4188,Hans Christian Andersen (1952),danny kaye | ballet | hans christian andersen | charles vidor | writers | bd-r | historically inaccurate | unhistorical,fairy tale | musical | fairy tales | children | storytelling,danny kaye | ballet | hans christian andersen | charles vidor | writers | bd-r | historically inaccurate | unhistorical | fairy tale | musical | fairy tales | children | storytelling,True
4189,"Greatest Story Ever Told, The (1965)",jesus | christian | religion | biblical | christianity | jesus christ | dvd-ram | slow,biblical | jesus | christian | christianity | god,jesus | christian | religion | biblical | christianity | jesus christ | dvd-ram | slow | biblical | jesus | christian | christianity | god,True
4190,Elmer Gantry (1960),christianity | richard brooks | revival | preacher | religion | oscar (best actor) | oscar (best supporting actress) | better not see but not so bad after all,oscar (best supporting actress) | oscar (best actor) | religion | christianity | oscar (best directing),christianity | richard brooks | revival | preacher | religion | oscar (best actor) | oscar (best supporting actress) | better not see but not so bad after all | oscar (best supporting actress) | oscar (best actor) | religion | christianity | oscar (best directing),True
4192,Demetrius and the Gladiators (1954),classical studies | sword and sandal | bd-r,christian | sequels | rome | biblical | light,classical studies | sword and sandal | bd-r | christian | sequels | rome | biblical | light,True
4250,"Body, The (2001)",christian | faith | jonas mccord | christianity | drama | israel | mystery | religion,christian | religion | christianity | jesus | israel,christian | faith | jonas mccord | christianity | drama | israel | mystery | religion | christian | religion | christianity | jesus | israel,True
4252,"Circle, The (Dayereh) (2000)",jafar panahi,women | iran | islam | bleak | criterion,jafar panahi | women | iran | islam | bleak | criterion,True
4392,Alice (1990),new york city | woody allen | mia farrow | dvd-video | erlend's dvds | 15.01.06 | bibliothek | seen,magic realism | catholicism | original | new york | satirical,new york city | woody allen | mia farrow | dvd-video | erlend's dvds | 15.01.06 | bibliothek | seen | magic realism | catholicism | original | new york | satirical,True
4424,"Garden of the Finzi-Continis, The (Giardino dei Finzi-Contini, Il) (1970)",italy | vittorio de sica | jewish | betamax | oscar (best foreign language film),jews | holocaust | fascism | world war ii | innocence lost,italy | vittorio de sica | jewish | betamax | oscar (best foreign language film) | jews | holocaust | fascism | world war ii | innocence lost,True
4475,"Beast of War, The (Beast, The) (1988)",kevin reynolds | walked out: violent | want | afghanistan | soviet | tank | war | creepy,war | best war films | war movie | islam | russian,kevin reynolds | walked out: violent | want | afghanistan | soviet | tank | war | creepy | war | best war films | war movie | islam | russian,True
4597,Gleaming the Cube (1989),christian slater | skateboarding,80s | fun movie | cool | original | teen movie,christian slater | skateboarding | 80s | fun movie | cool | original | teen movie,True
4612,Jesus of Montreal (Jésus de Montréal) (1989),jesus | christianity | cannes:jury prize | character portrays jesus | breakthroughs | reciprocal spectator | comedy | cynicism,jesus | christianity | oscar (best foreign language film) | male nudity | religion,jesus | christianity | cannes:jury prize | character portrays jesus | breakthroughs | reciprocal spectator | comedy | cynicism | jesus | christianity | oscar (best foreign language film) | male nudity | religion,True
4688,Black Robe (1991),17th century | bruce beresford | colonialism | catholicism | history | native americans | canada | author:brian moore,native americans | indians | catholicism | culture clash | religion,17th century | bruce beresford | colonialism | catholicism | history | native americans | canada | author:brian moore | native americans | indians | catholicism | culture clash | religion,True
4694,Left Luggage (1998),holocaust | nudity (topless),holocaust | jews | anti-semitism | jewish | judaism,holocaust | nudity (topless) | holocaust | jews | anti-semitism | jewish | judaism,True
4727,Captain Corelli's Mandolin (2001),nicolas cage | utterly fails to do justice to the book | christian bale | penelope cruz | silly title | based on a book | nudity (topless) | world war ii,based on a book | world war ii | wwii | wartime | love story,nicolas cage | utterly fails to do justice to the book | christian bale | penelope cruz | silly title | based on a book | nudity (topless) | world war ii | based on a book | world war ii | wwii | wartime | love story,True
4780,Liam (2000),,jews | fascism | irish | anti-semitism | catholicism, | jews | fascism | irish | anti-semitism | catholicism,True
4781,Megiddo: The Omega Code 2 (2001),,god | christian | biblical | jesus | christianity, | god | christian | biblical | jesus | christianity,True
4857,Fiddler on the Roof (1971),judaism | tradition! | socially relevant | persecution | musical | childhood classics | oscar (best cinematography) | anamorphic blow-up,jews | oscar (best cinematography) | music | musical | judaism,judaism | tradition! | socially relevant | persecution | musical | childhood classics | oscar (best cinematography) | anamorphic blow-up | jews | oscar (best cinematography) | music | musical | judaism,True
4862,Not Without My Daughter (1991),brian gilbert,islam | iran | women | based on true story | culture clash,brian gilbert | islam | iran | women | based on true story | culture clash,True
4871,Focus (2001),to-rent | bd-r,anti-semitism | jews | spelling bee | prejudice | jewish,to-rent | bd-r | anti-semitism | jews | spelling bee | prejudice | jewish,True
4884,Trembling Before G-d (2001),gay | jewish | lgbt | queer | hasidim | thoughtful | documentary | israel,glbt | judaism | gay | israel | homosexuality,gay | jewish | lgbt | queer | hasidim | thoughtful | documentary | israel | glbt | judaism | gay | israel | homosexuality,True
4977,Kandahar (Safar e Ghandehar) (2001),mohsen makhmalbaf | perrot library | 12-5-2007,islam | women | iran | desert | intimate,mohsen makhmalbaf | perrot library | 12-5-2007 | islam | women | iran | desert | intimate,True
5009,Ali (2001),boxing | biography | will smith | biographical? | sport:boxing | topic:muhammed ali | good biopic | bob*ola,biopic | biographical | biography | islam | boxing,boxing | biography | will smith | biographical? | sport:boxing | topic:muhammed ali | good biopic | bob*ola | biopic | biographical | biography | islam | boxing,True
5012,Yentl (1983),judaism | cross dressing | gender disguise | woman disguised as men | cross dressing women | impostor | religion | religious oppression,musical | judaism | women | mentor | original,judaism | cross dressing | gender disguise | woman disguised as men | cross dressing women | impostor | religion | religious oppression | musical | judaism | women | mentor | original,True
5064,The Count of Monte Cristo (2002),revenge | amazing cinematography | based on a book | fantasy | prison escape | adventure | remake | religion,adapted from:book | based on a book | betrayal | swashbuckler | revenge,revenge | amazing cinematography | based on a book | fantasy | prison escape | adventure | remake | religion | adapted from:book | based on a book | betrayal | swashbuckler | revenge,True
5097,Bright Eyes (1934),shirley temple | david butler | bd-r | might like,kids and family | 1930s | pornography | oscar (best actress) | original,shirley temple | david butler | bd-r | might like | kids and family | 1930s | pornography | oscar (best actress) | original,True
5098,Dimples (1936),shirley temple | william a. seiter,sacrifice | stereotypes | cute | original | 1930s,shirley temple | william a. seiter | sacrifice | stereotypes | cute | original | 1930s,True
5099,Heidi (1937),shirley temple | allan dwan | bd-r | clv,childhood | family | sweet | witches | classic,shirley temple | allan dwan | bd-r | clv | childhood | family | sweet | witches | classic,True
5157,"Church, The (Chiesa, La) (1989)",religion,demons | splatter | weird | ominous | devil,religion | demons | splatter | weird | ominous | devil,True
5213,"Oh, God! Book II (1980)",christianity | religion,god | christianity | religion | christian | original,christianity | religion | god | christianity | religion | christian | original,True
5214,"Oh, God! (1977)",god | john denver | based on a book | los angeles | oscar nominee: adapted screenplay | pg | supermarket | get,god | biblical | based on a book | religion | jesus,god | john denver | based on a book | los angeles | oscar nominee: adapted screenplay | pg | supermarket | get | god | biblical | based on a book | religion | jesus,True
5227,Barabbas (1961),biblical | classical studies | richard fleischer | 70mm | bd-r | super technirama 70,biblical | jesus | christian | rome | christianity,biblical | classical studies | richard fleischer | 70mm | bd-r | super technirama 70 | biblical | jesus | christian | rome | christianity,True
5231,Road to Morocco (1942),david butler | afi 100 (laughs) | bob hope | national film registry,road movie | utopia | silly fun | islam | screwball,david butler | afi 100 (laughs) | bob hope | national film registry | road movie | utopia | silly fun | islam | screwball,True
5256,Stolen Summer (2002),project greenlight | 70s | catholic | chicago | god | irish | jesus | jewish,catholicism | irish | series | religion | judaism,project greenlight | 70s | catholic | chicago | god | irish | jesus | jewish | catholicism | irish | series | religion | judaism,True
5294,Frailty (2001),twist ending | religion | serial killer | mission from god | insanity | religious | bill paxton | dumbest twist ever,serial killer | twist ending | insanity | single father | original,twist ending | religion | serial killer | mission from god | insanity | religious | bill paxton | dumbest twist ever | serial killer | twist ending | insanity | single father | original,True
5318,Joshua (2002),christianity | stranger | jesus christ | small town,,christianity | stranger | jesus christ | small town | ,True
5379,"Believer, The (2001)",anti-semitism | skinhead | sundance award winner | ryan gosling | nudity (topless) | sundance grand jury prize: dramatic 2001 | self-hatred | on dvr,judaism | anti-semitism | jews | powerful ending | holocaust,anti-semitism | skinhead | sundance award winner | ryan gosling | nudity (topless) | sundance grand jury prize: dramatic 2001 | self-hatred | on dvr | judaism | anti-semitism | jews | powerful ending | holocaust,True
5421,"Dangerous Lives of Altar Boys, The (2002)",kieran culkin | catholicism | christianity | typical coming of age story | religion | jena malone | private school | revenge,catholicism | adolescence | coming-of-age | coming of age | original,kieran culkin | catholicism | christianity | typical coming of age story | religion | jena malone | private school | revenge | catholicism | adolescence | coming-of-age | coming of age | original,True
5463,Reign of Fire (2002),dragons | post-apocalyptic | christian bale | dragon | post apocalyptic | matthew mcconaughey | bad plot | dystopia,dragons | post-apocalyptic | post apocalyptic | fantasy | action,dragons | post-apocalyptic | christian bale | dragon | post apocalyptic | matthew mcconaughey | bad plot | dystopia | dragons | post-apocalyptic | post apocalyptic | fantasy | action,True
5512,Secret Ballot (Raye makhfi) (2001),babak payami,iran | desert | independent film | brutality | islam,babak payami | iran | desert | independent film | brutality | islam,True
5599,Tabu: A Story of the South Seas (1931),f.w. murnau | oscar (best cinematography) | swimming | sailing ships | religion | primitive peoples | pearl | on dvr,,f.w. murnau | oscar (best cinematography) | swimming | sailing ships | religion | primitive peoples | pearl | on dvr | ,True
5721,"Chosen, The (1981)",judaism | chaim potok | adapted from:book | author:chaim potok | bildungsroman | jamie's dad's favourites | father-son relationship | friendship,jews | judaism | adapted from:book | friendship | unlikely friendships,judaism | chaim potok | adapted from:book | author:chaim potok | bildungsroman | jamie's dad's favourites | father-son relationship | friendship | jews | judaism | adapted from:book | friendship | unlikely friendships,True
5756,Heartbeeps (1981),android(s)/cyborg(s) | animal:bear | animal:rabbit | animal:racoon | bechdel test:fail | crime-fighting/police robot | death/fatality,,android(s)/cyborg(s) | animal:bear | animal:rabbit | animal:racoon | bechdel test:fail | crime-fighting/police robot | death/fatality | ,True
5793,Time Changer (2002),christian pabulum | acting | christian | christianity | dialogue | god | jesus | morality,,christian pabulum | acting | christian | christianity | dialogue | god | jesus | morality | ,True
5799,Exodus (1960),classic | paul newman | 70mm | jill haworth | slow | suspense | too long | otto preminger,israel | jews | holocaust | anti-semitism | jewish,classic | paul newman | 70mm | jill haworth | slow | suspense | too long | otto preminger | israel | jews | holocaust | anti-semitism | jewish,True
5813,"God is Great, I'm Not (Dieu est grand, je suis toute petite) (2001)",nudity (topless - brief) | on dvr | religion | religious conversion | spiritual journey,,nudity (topless - brief) | on dvr | religion | religious conversion | spiritual journey | ,True
5818,"Crime of Father Amaro, The (Crimen del padre Amaro, El) (2002)",based on a book | catholicism | christianity | corruption | mexico | nudity (topless) | religion | emotion! -  ana claudia talancã³n,latin america | catholicism | religion | based on a book | controversial,based on a book | catholicism | christianity | corruption | mexico | nudity (topless) | religion | emotion! -  ana claudia talancã³n | latin america | catholicism | religion | based on a book | controversial,True
5832,Left Behind II: Tribulation Force (2002),christian | propaganda | christianity | religion | evangelical christian trash | based on a book | jesus | salvation,christian | god | jesus | biblical | christianity,christian | propaganda | christianity | religion | evangelical christian trash | based on a book | jesus | salvation | christian | god | jesus | biblical | christianity,True
5879,Eight Crazy Nights (Adam Sandler's Eight Crazy Nights) (2002),judaism | adam sandler | hanukkah | jewish | stoner movie,goofy | pg-13 | funny | crude humor | stupid,judaism | adam sandler | hanukkah | jewish | stoner movie | goofy | pg-13 | funny | crude humor | stupid,True
5903,Equilibrium (2002),dystopia | christian bale | totalitarianism | post-apocalyptic | amazing cinematography | thought-provoking | revolution | drugs,dystopic future | futuristic | action | dystopia | sci-fi,dystopia | christian bale | totalitarianism | post-apocalyptic | amazing cinematography | thought-provoking | revolution | drugs | dystopic future | futuristic | action | dystopia | sci-fi,True
5985,Asoka (Ashoka the Great) (2001),biography | history | religion | santosh sivan | bibliothek,indians | bollywood | cinematography | oscar (best foreign language film) | good soundtrack,biography | history | religion | santosh sivan | bibliothek | indians | bollywood | cinematography | oscar (best foreign language film) | good soundtrack,True
6056,Chaos (2001),coline serreau | r,islam | prostitution | social commentary | destiny | relationships,coline serreau | r | islam | prostitution | social commentary | destiny | relationships,True
6125,"Secret Policeman's Other Ball, The (1982)",sketch comedy | gilliam | not a movie | british sketch comedy | julien temple,funny | comedy | original | goofy | gilliam,sketch comedy | gilliam | not a movie | british sketch comedy | julien temple | funny | comedy | original | goofy | gilliam,True
6215,Laurel Canyon (2002),los angeles | lisa cholodenko | rock and roll | lou barlow | infidelity | christian bale | nudity (topless) | discussion of culture,awesome soundtrack | betrayal | adolescence | art house | addiction,los angeles | lisa cholodenko | rock and roll | lou barlow | infidelity | christian bale | nudity (topless) | discussion of culture | awesome soundtrack | betrayal | adolescence | art house | addiction,True
6225,King of Kings (1961),nicholas ray | based on a book | biblical | christianity | jesus christ | narrated | religion | 70mm,biblical | jesus | 70mm | christianity | christian,nicholas ray | based on a book | biblical | christianity | jesus christ | narrated | religion | 70mm | biblical | jesus | 70mm | christianity | christian,True
6255,"Bible, The (a.k.a. Bible... In the Beginning, The) (1966)",biblical | based on a book | christianity | religion | 70mm | clv | dimension-150 | tumey's dvds,biblical | god | animals | based on a book | sacrifice,biblical | based on a book | christianity | religion | 70mm | clv | dimension-150 | tumey's dvds | biblical | god | animals | based on a book | sacrifice,True
6260,"Robe, The (1953)",christianity | christian | 70mm | bd-video | dvd-r,biblical | jesus | christian | christianity | rome,christianity | christian | 70mm | bd-video | dvd-r | biblical | jesus | christian | christianity | rome,True
6324,It Runs in the Family (2003),,judaism | family drama | dysfunctional family | family bonds | family, | judaism | family drama | dysfunctional family | family bonds | family,True
6373,Bruce Almighty (2003),jim carrey | comedy | god | morgan freeman | religion | jennifer aniston | steve carell | funny,god | comedy | funny | very funny | silly fun,jim carrey | comedy | god | morgan freeman | religion | jennifer aniston | steve carell | funny | god | comedy | funny | very funny | silly fun,True
6442,Belle époque (1992),polyamory | disk | catholicism | faith | infidelity | second spanish republic | sister sister relationship | transgender,oscar (best foreign language film) | spanish | spain | beautifully filmed | sexy,polyamory | disk | catholicism | faith | infidelity | second spanish republic | sister sister relationship | transgender | oscar (best foreign language film) | spanish | spain | beautifully filmed | sexy,True
6468,"Stranger Among Us, A (1992)",,judaism | jews | detective | chase | police investigation, | judaism | jews | detective | chase | police investigation,True
6511,Jesus (1979),"jesus christ | most famous jesus movie ever | historical | 'h christ!\\"""" | >1000 translations | christianity | biblical | based on a myth",,"jesus christ | most famous jesus movie ever | historical | 'h christ!\\"""" | >1000 translations | christianity | biblical | based on a myth | ",True
6591,"Magdalene Sisters, The (2002)",religion | true story | ireland | nudity (full frontal - notable) | catholicism | 1960s | repression | abuse,catholicism | islam | women | sexual abuse | true story,religion | true story | ireland | nudity (full frontal - notable) | catholicism | 1960s | repression | abuse | catholicism | islam | women | sexual abuse | true story,True
6609,"Gospel According to St. Matthew, The (Vangelo secondo Matteo, Il) (1964)",jesus | austere | profound | bible | religion | jesus christ | christianity | biblical,jesus | biblical | god | christianity | compassionate,jesus | austere | profound | bible | religion | jesus christ | christianity | biblical | jesus | biblical | god | christianity | compassionate,True
6630,"Inn of the Sixth Happiness, The (1958)",christianity | mark robson,christianity | christian | god | courage | religion,christianity | mark robson | christianity | christian | god | courage | religion,True
6667,Waco: The Rules of Engagement (1997),atf | fbi | william gazecki | cover up | police | police corruption | religion | texas,brainwashing | texas | disturbing | police corruption | investigation,atf | fbi | william gazecki | cover up | police | police corruption | religion | texas | brainwashing | texas | disturbing | police corruption | investigation,True
6672,War Photographer (2001),photography | journalism | photographer | war | netflix | movielens top pick | s | christian frei,war | journalism | photography | original | social commentary,photography | journalism | photographer | war | netflix | movielens top pick | s | christian frei | war | journalism | photography | original | social commentary,True
6678,"Handmaid's Tale, The (1990)",dystopia | nudity (topless) | based on a book | futuristmovies.com | cautionary tale | compelling | fascinating | great performances,distopia | based on a book | islam | literary adaptation | pornography,dystopia | nudity (topless) | based on a book | futuristmovies.com | cautionary tale | compelling | fascinating | great performances | distopia | based on a book | islam | literary adaptation | pornography,True
6681,All the Little Animals (1998),christian bale | less than 300 ratings,,christian bale | less than 300 ratings | ,True
6682,Earth (1998),hinduism | india | islam | pakistan | 1947 | independence | partition | violence,india | bollywood | indians | brutality | foreign,hinduism | india | islam | pakistan | 1947 | independence | partition | violence | india | bollywood | indians | brutality | foreign,True
6717,Enlightenment Guaranteed (Erleuchtung Garantiert) (2000),doris dörrie | buddhism,,doris dörrie | buddhism | ,True
6760,In This World (2002),refugee | touching | michael winterbottom | r,touching | compassionate | bleak | islam | road movie,refugee | touching | michael winterbottom | r | touching | compassionate | bleak | islam | road movie,True
6768,Luther (2003),christian | religion | reformation | 16th century | luther | catholicism | god | lust for power,god | christian | historical | christianity | history,christian | religion | reformation | 16th century | luther | catholicism | god | lust for power | god | christian | historical | christianity | history,True
6948,Tupac: Resurrection (2003),music business | rap | hip hop | poverty | movie to see | lauren lazin | eric's dvds | musicians,hip hop | musicians | life & death | islam | documentary,music business | rap | hip hop | poverty | movie to see | lauren lazin | eric's dvds | musicians | hip hop | musicians | life & death | islam | documentary,True
6981,"Ordet (Word, The) (1955)",christianity | religion | criterion | sightsound | carl theodor dreyer | dreyer | dvd-r | dvd-ram,criterion | god | meditative | religion | allegory,christianity | religion | criterion | sightsound | carl theodor dreyer | dreyer | dvd-r | dvd-ram | criterion | god | meditative | religion | allegory,True
6985,"Passion of Joan of Arc, The (Passion de Jeanne d'Arc, La) (1928)",french | carl theodor dreyer | silent | best performance:  maria falconetti as joan of arc | criterion | passionate | religion | dreyer,criterion | silent | masterpiece | talky | breathtaking,french | carl theodor dreyer | silent | best performance:  maria falconetti as joan of arc | criterion | passionate | religion | dreyer | criterion | silent | masterpiece | talky | breathtaking,True
6988,Broken Blossoms or The Yellow Man and the Girl (1919),buddhism | d.w. griffith | father daughter relationship | religion | racism | racial stereotype | perfect | opium,interracial romance | silent | race issues | london | criterion,buddhism | d.w. griffith | father daughter relationship | religion | racism | racial stereotype | perfect | opium | interracial romance | silent | race issues | london | criterion,True
7060,Jesus Christ Superstar (1973),jesus | great soundtrack | rock opera | musical | religion | christian | bechdel test:fail | andrew lloyd webber,jesus | biblical | musical | good music | music,jesus | great soundtrack | rock opera | musical | religion | christian | bechdel test:fail | andrew lloyd webber | jesus | biblical | musical | good music | music,True
7144,Forget Baghdad: Jews and Arabs - The Iraqi Connection (2002),judaism,,judaism | ,True
7157,"Hebrew Hammer, The (2003)",parody | judaism | clever | blaxploitation | dvd-ram,parody | jews | judaism | funniest movies | humorous,parody | judaism | clever | blaxploitation | dvd-ram | parody | jews | judaism | funniest movies | humorous,True
7171,Aileen: Life and Death of a Serial Killer (2003),joan churchill | nick broomfield | prostitution | serial killer | hulu | netflix finland,serial killer | life & death | documentary | insanity | death penalty,joan churchill | nick broomfield | prostitution | serial killer | hulu | netflix finland | serial killer | life & death | documentary | insanity | death penalty,True
7177,Osama (2003),afghanistan | islam | women's rights | why militant islam is so scary | pg13 | religion | middle east | impostor,islam | women | foreign | social commentary | brutality,afghanistan | islam | women's rights | why militant islam is so scary | pg13 | religion | middle east | impostor | islam | women | foreign | social commentary | brutality,True
7205,"Wind and the Lion, The (1975)",sean connery | candice bergen | less than 300 ratings | john milius | 70mm | anamorphic blow-up | bd-r | clv,islam | historical | adventure | history | desert,sean connery | candice bergen | less than 300 ratings | john milius | 70mm | anamorphic blow-up | bd-r | clv | islam | historical | adventure | history | desert,True
7240,King David (1985),biography | history | based on a book | based on a myth | biblical | christianity | nudity (topless) | religion,,biography | history | based on a book | based on a myth | biblical | christianity | nudity (topless) | religion | ,True
7243,Intolerance: Love's Struggle Throughout the Ages (1916),usa film registry | epic | 100 greatest movies | long | afi | hdtv | d.w. griffith | religion,silent | storytelling | visually appealing | epic | masterpiece,usa film registry | epic | 100 greatest movies | long | afi | hdtv | d.w. griffith | religion | silent | storytelling | visually appealing | epic | masterpiece,True
7260,Latter Days (2003),christianity | mormon | religion | homophobia | low budget | comedy romance | religious oppression | gay,gay | gay character | homosexuality | glbt | homophobia,christianity | mormon | religion | homophobia | low budget | comedy romance | religious oppression | gay | gay | gay character | homosexuality | glbt | homophobia,True
